m3251.mp3,0,-303.68024 121.965935 -55.704437 36.62647 -44.053738 14.393869 -23.94236 -26.078123 -8.859008 -20.221828 -11.555144 -16.894331 -7.4405365
m3667.mp3,0,-223.05142 147.51099 -31.173292 69.16629 -16.91015 21.8041 -16.74126 -3.552568 -23.475615 -0.047946353 -4.5418854 -8.163724 -12.802768
m2881.mp3,0,-345.18997 100.53323 -30.618101 78.41369 -34.82105 14.485053 -37.325275 9.275486 -19.8974 12.184924 -4.609159 -1.2442464 10.402359
m1982.mp3,0,-236.1963 130.0679 -18.326822 53.733864 -25.45523 16.267887 -27.991173 -0.77271014 -11.37986 -2.4714267 -2.2869234 -7.417095 3.9703054
m254.mp3,0,-224.15634 163.6809 -6.810346 32.57494 -18.025976 15.246549 -25.260082 4.411974 -1.6805052 9.800565 3.356007 -1.6349294 5.558483
m3395.mp3,0,-247.15785 140.1485 -48.768406 57.355267 -19.857155 1.7675894 -17.80912 -3.4452944 -14.7472515 -2.2614481 -5.786056 -3.3005602 0.108949415
m3365.mp3,0,-258.74615 138.16661 -18.156866 41.41134 -22.48006 15.630087 -26.163399 15.834854 -19.328049 4.11549 -0.8753096 -8.932359 2.5500226
m3675.mp3,0,-225.13367 144.38623 -32.390663 51.23425 -35.25586 10.594752 -20.809856 2.8628125 -10.629691 -6.215724 2.0491574 -8.170233 0.35384214
m1030.mp3,0,-283.05804 148.48073 -38.186497 43.43766 -17.224688 4.295055 -6.2966065 0.3657905 -8.670697 8.302553 -0.07623364 -4.0307302 -1.8737448
m1139.mp3,0,-93.478676 154.75667 -51.75322 48.61399 -38.402805 34.494625 -25.191458 15.050215 -5.8933625 -0.0112529285 4.581319 -5.594259 6.834893
m1377.mp3,0,-344.9046 107.096115 -39.26706 41.088512 -36.86042 0.39936033 -33.369644 -9.004394 -7.2576604 -4.0689435 3.4713078 -0.22374181 -2.4743593
m1401.mp3,0,-298.79202 102.27248 -41.92406 75.0307 -34.092953 8.819099 -26.394382 12.883267 -23.137335 4.9731817 -10.302166 3.3465512 -9.71238
m3275.mp3,0,-277.2617 147.91107 -43.909855 47.187286 -20.329578 22.026247 -40.84117 8.281207 -12.332529 6.3856072 -5.1922183 0.8869231 9.515619
m510.mp3,0,-271.02286 108.25803 -41.3312 54.22172 -42.184868 -8.201512 -25.939213 -14.909758 -22.6647 -5.4830656 -18.484991 -3.618701 -8.758419
m1600.mp3,0,-333.421 141.97905 -17.759333 31.987738 -21.462652 15.049093 -26.878893 2.0433483 -18.255434 -10.675727 1.8106623 -12.278471 -1.8286673
m2435.mp3,0,-317.25397 115.59629 -41.24289 11.97608 -36.372734 -14.132871 -26.244581 -11.463472 -25.075727 -2.0734022 -15.083546 -14.189922 -3.4267967
m2406.mp3,0,-258.32874 117.41517 -21.40571 64.06493 -17.348911 23.430655 -44.613827 8.226757 -22.61814 -4.203991 -9.752876 -9.192908 -8.441184
m321.mp3,0,-228.2615 150.83206 -9.054705 31.271288 -26.476433 18.169662 -48.227562 9.978108 -13.729791 -6.79539 -5.0604277 -7.853362 -2.2262228
m2504.mp3,0,-221.32304 159.53622 -4.246652 18.669462 -34.172737 -24.69776 -24.639141 -23.162031 -13.065284 -13.9162445 2.5072603 -9.784854 -14.477727
m2357.mp3,0,-189.011 165.11899 -54.81703 29.778595 -1.0047294 0.8643773 -19.237415 -0.09731608 -8.98218 4.882236 -1.3585398 -8.24842 2.736571
